Car_ID,Date,Customer_Name,Gender,Annual_Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body_Style,Phone,Dealer_Region
C_CND_003532,5/28/2023,Vera,Male,"$13,500 ",Scrivener Performance Engineering,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,"$33,000 ",38701-8047,Hatchback,6724689,Greenville
C_CND_003533,5/28/2023,Luz,Male,"$13,500 ",Classic Chevy,Volvo,C70,Overhead Camshaft,Manual,Black,"$17,000 ",85257-3102,Hatchback,6888020,Scottsdale
C_CND_003534,5/29/2023,Maya,Male,"$13,500 ",New Castle Ford Lincoln Mercury,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,Black,"$14,000 ",60504-7114,Hatchback,6467520,Aurora
C_CND_003535,5/30/2023,Miranda,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,Black,"$14,000 ",53546-9427,Hatchback,6316361,Janesville
C_CND_003536,6/2/2023,Arvin,Male,"$13,500 ",Ryder Truck Rental and Leasing,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$49,000 ",06457-3834,Hatchback,8254874,Middletown
C_CND_003537,6/2/2023,Rihanna,Male,"$13,500 ",Pars Auto Sales,Volvo,C70,Double Overhead Camshaft,Auto,Black,"$12,000 ",38701-8047,Hatchback,7317981,Greenville
C_CND_003538,6/4/2023,Allan,Male,"$13,500 ",Tri-State Mack Inc,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,"$33,001 ",85257-3102,Hatchback,7056127,Scottsdale
C_CND_003539,6/4/2023,Jared,Male,"$13,500 ",U-Haul CO,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,000 ",78758-7841,Hatchback,8437081,Austin
C_CND_003540,6/4/2023,Sarai,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,000 ",53546-9427,Hatchback,8937172,Janesville
C_CND_003541,6/5/2023,Savannah,Male,"$13,500 ",Saab-Belle Dodge,Volvo,C70,Overhead Camshaft,Manual,Black,"$17,000 ",60504-7114,Hatchback,6643266,Aurora
C_CND_003542,6/7/2023,Eric,Male,"$13,500 ",Suburban Ford,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,000 ",53546-9427,Hatchback,8106082,Janesville
C_CND_003543,6/11/2023,Sarai,Male,"$13,500 ",Diehl Motor CO Inc,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,001 ",06457-3834,Hatchback,8400372,Greenville
C_CND_003544,6/12/2023,Alexis,Female,"$13,500 ",C & M Motors Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Black,"$29,001 ",60504-7114,Hatchback,8642171,Aurora
C_CND_003545,6/13/2023,Ousmane,Male,"$13,500 ",Saab-Belle Dodge,Toyota,RAV4,Double Overhead Camshaft,Auto,Black,"$28,001 ",60504-7114,Hatchback,6096992,Aurora
C_CND_003546,6/13/2023,Patrick,Male,"$13,500 ",Scrivener Performance Engineering,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,"$44,001 ",38701-8047,Hatchback,8994712,Greenville
C_CND_003547,6/14/2023,Aubrey,Female,"$13,500 ",Progressive Shippers Cooperative Association No,Chrysler,LHS,Overhead Camshaft,Manual,Black,"$51,000 ",53546-9427,Hatchback,7939026,Janesville
C_CND_003548,6/17/2023,Terrell,Male,"$13,500 ",Chrysler of Tri-Cities,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$9,000 ",99301-3882,Hatchback,7121604,Pasco
C_CND_003549,6/17/2023,Aaron,Male,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,TL,Double Overhead Camshaft,Auto,Black,"$23,000 ",99301-3882,Hatchback,8928444,Pasco
C_CND_003550,6/21/2023,Anderson,Male,"$13,500 ",Chrysler of Tri-Cities,Nissan,Frontier,Overhead Camshaft,Manual,Black,"$53,001 ",99301-3882,Hatchback,7938687,Pasco
C_CND_003551,6/23/2023,Elle,Female,"$13,500 ",Rabun Used Car Sales,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,000 ",85257-3102,Hatchback,7401315,Scottsdale
C_CND_003552,7/1/2023,Libby,Male,"$13,500 ",Race Car Help,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,000 ",78758-7841,Hatchback,8993815,Pasco
C_CND_003553,7/4/2023,Francesco,Male,"$13,500 ",Star Enterprises Inc,Volvo,C70,Overhead Camshaft,Manual,Black,"$17,000 ",99301-3882,Hatchback,6206491,Pasco
C_CND_003554,7/7/2023,Katherine,Female,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,GS400,Overhead Camshaft,Manual,Black,"$53,000 ",99301-3882,Hatchback,8249612,Pasco
C_CND_003555,7/8/2023,Ian,Male,"$13,500 ",Nebo Chevrolet,Toyota,Camry,Overhead Camshaft,Manual,Black,"$29,000 ",06457-3834,Hatchback,6024462,Middletown
C_CND_003556,7/9/2023,Lilly,Male,"$13,500 ",Chrysler of Tri-Cities,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$22,001 ",99301-3882,Hatchback,8952881,Pasco
C_CND_003557,7/9/2023,Nicole,Female,"$13,500 ",Scrivener Performance Engineering,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,000 ",38701-8047,Hatchback,8896403,Middletown
C_CND_003558,7/14/2023,Makayla,Male,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,000 ",99301-3882,Hatchback,7669087,Pasco
C_CND_003559,7/17/2023,Nicolas,Male,"$13,500 ",Hatfield Volkswagen,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,001 ",99301-3882,Hatchback,6501065,Pasco
C_CND_003560,7/17/2023,Perel,Female,"$13,500 ",Pars Auto Sales,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,000 ",38701-8047,Hatchback,6218658,Greenville
C_CND_003561,7/18/2023,Arianna,Female,"$13,500 ",Buddy Storbeck's Diesel Service Inc,Honda,Civic,Overhead Camshaft,Manual,Black,"$43,000 ",06457-3834,Hatchback,6100179,Middletown
C_CND_003562,7/21/2023,Savannah,Male,"$13,500 ",Diehl Motor CO Inc,Toyota,RAV4,Double Overhead Camshaft,Auto,Black,"$28,000 ",06457-3834,Hatchback,8304889,Middletown
C_CND_003563,7/22/2023,Jules,Male,"$13,500 ",Race Car Help,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,"$36,001 ",78758-7841,Hatchback,8345470,Austin
C_CND_003564,7/23/2023,Cecelia,Male,"$13,500 ",Classic Chevy,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,000 ",85257-3102,Hatchback,8127324,Scottsdale
C_CND_003565,8/9/2023,Baptiste,Male,"$13,500 ",Chrysler of Tri-Cities,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,001 ",99301-3882,Hatchback,6078178,Pasco
C_CND_003566,8/9/2023,Giuliana,Male,"$13,500 ",Enterprise Rent A Car,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,000 ",60504-7114,Hatchback,6386674,Aurora
C_CND_003567,8/19/2023,Kira,Male,"$13,500 ",Rabun Used Car Sales,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,000 ",85257-3102,Hatchback,7358515,Scottsdale
C_CND_003568,8/21/2023,Leah,Male,"$13,500 ",Rabun Used Car Sales,Chrysler,LHS,Overhead Camshaft,Manual,Black,"$51,000 ",85257-3102,Hatchback,8167695,Scottsdale
C_CND_003569,8/22/2023,Charles,Male,"$13,500 ",Ryder Truck Rental and Leasing,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,001 ",06457-3834,Hatchback,7910938,Middletown
C_CND_003570,8/22/2023,Elodie,Male,"$13,500 ",New Castle Ford Lincoln Mercury,Honda,Civic,Overhead Camshaft,Manual,Black,"$43,000 ",60504-7114,Hatchback,8098177,Aurora
C_CND_003571,8/26/2023,Zachary,Female,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$18,000 ",99301-3882,Hatchback,7403873,Janesville
C_CND_003572,8/29/2023,Lydia,Female,"$13,500 ",Race Car Help,Toyota,Camry,Overhead Camshaft,Manual,Black,"$34,000 ",78758-7841,Hatchback,8223761,Austin
C_CND_003573,9/1/2023,Michelle,Male,"$13,500 ",Diehl Motor CO Inc,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,000 ",06457-3834,Hatchback,6447482,Middletown
C_CND_003574,9/2/2023,Coline,Female,"$13,500 ",Pars Auto Sales,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$18,001 ",38701-8047,Hatchback,6334284,Greenville
C_CND_003575,9/2/2023,Antoine,Male,"$13,500 ",Tri-State Mack Inc,Honda,Civic,Overhead Camshaft,Manual,Black,"$43,001 ",85257-3102,Hatchback,7186921,Scottsdale
C_CND_003576,9/2/2023,Molly,Male,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,LHS,Overhead Camshaft,Manual,Black,"$51,000 ",99301-3882,Hatchback,6849584,Pasco
C_CND_003577,9/4/2023,Tzipora,Female,"$13,500 ",U-Haul CO,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,"$44,000 ",78758-7841,Hatchback,8468823,Austin
C_CND_003578,9/5/2023,Nicolas,Male,"$13,500 ",Pars Auto Sales,Acura,TL,Double Overhead Camshaft,Auto,Black,"$23,001 ",38701-8047,Hatchback,6911346,Greenville
C_CND_003579,9/5/2023,Albert,Male,"$13,500 ",Saab-Belle Dodge,Toyota,Camry,Overhead Camshaft,Manual,Black,"$34,000 ",60504-7114,Hatchback,8432974,Aurora
C_CND_003580,9/10/2023,Eden,Female,"$13,500 ",Star Enterprises Inc,Ford,Mustang,Overhead Camshaft,Manual,Black,"$22,000 ",99301-3882,Hatchback,7837374,Pasco
C_CND_003581,9/10/2023,Victor,Male,"$13,500 ",Suburban Ford,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,000 ",53546-9427,Hatchback,6933225,Janesville
C_CND_003582,9/10/2023,Abraham,Male,"$13,500 ",Scrivener Performance Engineering,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$49,000 ",38701-8047,Hatchback,8728766,Greenville
C_CND_003583,9/12/2023,Daniel,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$18,000 ",53546-9427,Hatchback,6563874,Janesville
C_CND_003584,9/12/2023,Andres,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Toyota,Camry,Overhead Camshaft,Manual,Black,"$29,000 ",53546-9427,Hatchback,6698682,Janesville
C_CND_003585,9/15/2023,Ian,Male,"$13,500 ",Hatfield Volkswagen,Toyota,Camry,Overhead Camshaft,Manual,Black,"$34,000 ",99301-3882,Hatchback,7901718,Pasco
C_CND_003586,9/15/2023,Anaya,Male,"$13,500 ",Pars Auto Sales,Toyota,RAV4,Double Overhead Camshaft,Auto,Black,"$28,000 ",38701-8047,Hatchback,7944307,Scottsdale
C_CND_003587,9/17/2023,Jade,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,001 ",53546-9427,Hatchback,7132906,Janesville
C_CND_003588,9/17/2023,Mason,Male,"$13,500 ",U-Haul CO,Volvo,C70,Double Overhead Camshaft,Auto,Black,"$18,000 ",78758-7841,Hatchback,7775734,Austin
C_CND_003589,9/18/2023,Rayyan,Male,"$13,500 ",Enterprise Rent A Car,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,000 ",60504-7114,Hatchback,7933487,Aurora
C_CND_003590,9/18/2023,Ava,Male,"$13,500 ",Capitol KIA,Dodge,Ram Van,Double Overhead Camshaft,Auto,Black,"$60,001 ",38701-8047,Hatchback,6875890,Scottsdale
C_CND_003591,9/23/2023,Anthony,Male,"$13,500 ",U-Haul CO,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,"$44,000 ",78758-7841,Hatchback,7721307,Austin
C_CND_003592,9/24/2023,Avery,Male,"$13,500 ",Saab-Belle Dodge,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,000 ",60504-7114,Hatchback,7598538,Aurora
C_CND_003593,9/25/2023,Colin,Male,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,000 ",99301-3882,Hatchback,7771156,Pasco
C_CND_003594,9/27/2023,Corey,Female,"$13,500 ",Tri-State Mack Inc,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$9,000 ",85257-3102,Hatchback,7314967,Scottsdale
C_CND_003595,9/29/2023,Jayceon,Female,"$13,500 ",Nebo Chevrolet,Volvo,C70,Overhead Camshaft,Manual,Black,"$36,000 ",06457-3834,Hatchback,7422383,Middletown
C_CND_003596,9/29/2023,Luis,Male,"$13,500 ",Classic Chevy,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,000 ",85257-3102,Hatchback,7023580,Scottsdale
C_CND_003597,9/29/2023,Marcos,Male,"$13,500 ",Hatfield Volkswagen,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$17,000 ",99301-3882,Hatchback,6164673,Pasco
C_CND_003598,10/1/2023,Frances,Female,"$13,500 ",Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,"$34,000 ",85257-3102,Hatchback,6481535,Janesville
C_CND_003599,10/3/2023,Nathan,Male,"$13,500 ",Saab-Belle Dodge,Honda,Civic,Overhead Camshaft,Manual,Black,"$43,001 ",60504-7114,Hatchback,8135645,Aurora
C_CND_003600,10/3/2023,Nicholas,Male,"$13,500 ",Suburban Ford,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,"$33,001 ",53546-9427,Hatchback,8540315,Janesville
C_CND_003601,10/4/2023,Logan,Male,"$13,500 ",McKinney Dodge Chrysler Jeep,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,000 ",85257-3102,Hatchback,6144409,Scottsdale
C_CND_003602,10/7/2023,Theodore,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,001 ",53546-9427,Hatchback,8880395,Janesville
C_CND_003603,10/10/2023,Kyle,Male,"$13,500 ",Rabun Used Car Sales,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,"$26,001 ",85257-3102,Hatchback,8385934,Scottsdale
C_CND_003604,10/13/2023,Peyton,Female,"$13,500 ",Classic Chevy,Volvo,C70,Double Overhead Camshaft,Auto,Black,"$49,000 ",85257-3102,Hatchback,7432135,Scottsdale
C_CND_003605,10/15/2023,Charles,Female,"$13,500 ",Classic Chevy,Buick,Park Avenue,Overhead Camshaft,Manual,Black,"$29,001 ",85257-3102,Hatchback,7864486,Scottsdale
C_CND_003606,10/17/2023,Ines,Male,"$13,500 ",New Castle Ford Lincoln Mercury,Buick,Park Avenue,Double Overhead Camshaft,Auto,Black,"$61,000 ",60504-7114,Hatchback,7211599,Scottsdale
C_CND_003607,10/20/2023,Avi,Male,"$13,500 ",New Castle Ford Lincoln Mercury,BMW,323i,Double Overhead Camshaft,Auto,Black,"$9,001 ",60504-7114,Hatchback,8798446,Aurora
C_CND_003608,10/27/2023,Pierre,Female,"$13,500 ",Saab-Belle Dodge,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,001 ",60504-7114,Hatchback,8667924,Aurora
C_CND_003609,10/27/2023,Alice,Female,"$13,500 ",Scrivener Performance Engineering,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,"$36,001 ",38701-8047,Hatchback,7894139,Greenville
C_CND_003610,10/27/2023,Devin,Male,"$13,500 ",Scrivener Performance Engineering,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,000 ",38701-8047,Hatchback,7306063,Greenville
C_CND_003611,10/28/2023,Andrea,Male,"$13,500 ",C & M Motors Inc,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,001 ",60504-7114,Hatchback,7588364,Aurora
C_CND_003612,10/28/2023,Bryan,Male,"$13,500 ",Saab-Belle Dodge,Toyota,RAV4,Overhead Camshaft,Manual,Black,"$85,000 ",60504-7114,Hatchback,7848157,Aurora
C_CND_003613,10/28/2023,Eli,Male,"$13,500 ",Saab-Belle Dodge,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,000 ",60504-7114,Hatchback,6688255,Aurora
C_CND_003614,10/30/2023,Donia,Male,"$13,500 ",Capitol KIA,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,"$44,000 ",38701-8047,Hatchback,8431750,Greenville
C_CND_003615,11/4/2023,Noah,Male,"$13,500 ",Diehl Motor CO Inc,Acura,TL,Overhead Camshaft,Manual,Black,"$21,000 ",06457-3834,Hatchback,6834376,Middletown
C_CND_003616,11/5/2023,Yohann,Male,"$13,500 ",Enterprise Rent A Car,Volvo,C70,Overhead Camshaft,Manual,Black,"$17,000 ",60504-7114,Hatchback,7138892,Scottsdale
C_CND_003617,11/5/2023,Nathan,Male,"$13,500 ",Pars Auto Sales,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$9,000 ",38701-8047,Hatchback,7696664,Austin
C_CND_003618,11/7/2023,Jayden,Male,"$13,500 ",Saab-Belle Dodge,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$36,000 ",60504-7114,Hatchback,6437273,Aurora
C_CND_003619,11/7/2023,Ambre,Male,"$13,500 ",Nebo Chevrolet,Toyota,RAV4,Double Overhead Camshaft,Auto,Black,"$28,000 ",06457-3834,Hatchback,7048655,Middletown
C_CND_003620,11/7/2023,Michael,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,"$33,000 ",53546-9427,Hatchback,8516026,Janesville
C_CND_003621,11/10/2023,Leonardo,Male,"$13,500 ",Rabun Used Car Sales,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,000 ",85257-3102,Hatchback,6508141,Scottsdale
C_CND_003622,11/10/2023,Logan,Male,"$13,500 ",Star Enterprises Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$17,000 ",99301-3882,Hatchback,6673912,Pasco
C_CND_003623,11/10/2023,Raphael,Male,"$13,500 ",Iceberg Rentals,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$36,000 ",53546-9427,Hatchback,6588560,Janesville
C_CND_003624,11/10/2023,Helene,Male,"$13,500 ",Motor Vehicle Branch Office,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$18,000 ",78758-7841,Hatchback,6607737,Austin
C_CND_003625,11/10/2023,Gyan,Male,"$13,500 ",Rabun Used Car Sales,Volvo,C70,Double Overhead Camshaft,Auto,Black,"$12,000 ",85257-3102,Hatchback,6053140,Scottsdale
C_CND_003626,11/11/2023,Florian,Male,"$13,500 ",Tri-State Mack Inc,Oldsmobile,Bravada,Double Overhead Camshaft,Auto,Black,"$26,000 ",85257-3102,Hatchback,7509562,Scottsdale
C_CND_003627,11/11/2023,Shaya,Male,"$13,500 ",Gartner Buick Hyundai Saab,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,"$17,000 ",38701-8047,Hatchback,7789757,Greenville
C_CND_003628,11/11/2023,Flore,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Acura,TL,Double Overhead Camshaft,Auto,Black,"$28,000 ",53546-9427,Hatchback,6674724,Austin
C_CND_003629,11/11/2023,Maeva,Male,"$13,500 ",Suburban Ford,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$49,000 ",53546-9427,Hatchback,6432626,Austin
C_CND_003630,11/12/2023,Alexandre,Male,"$13,500 ",Race Car Help,Volvo,C70,Overhead Camshaft,Manual,Black,"$17,001 ",78758-7841,Hatchback,7146689,Austin
C_CND_003631,11/12/2023,Thomas,Male,"$13,500 ",Tri-State Mack Inc,Nissan,Frontier,Overhead Camshaft,Manual,Black,"$53,001 ",85257-3102,Hatchback,7838506,Scottsdale
C_CND_003632,11/14/2023,Sean,Male,"$13,500 ",Rabun Used Car Sales,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$18,000 ",85257-3102,Hatchback,7277079,Scottsdale
C_CND_003633,11/14/2023,Blanche,Male,"$13,500 ",Saab-Belle Dodge,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$9,000 ",60504-7114,Hatchback,6520845,Aurora
C_CND_003634,11/14/2023,Cassandra,Male,"$13,500 ",Star Enterprises Inc,Toyota,RAV4,Overhead Camshaft,Manual,Black,"$85,000 ",99301-3882,Hatchback,7550631,Aurora
C_CND_003635,11/18/2023,Anthony,Female,"$13,500 ",Rabun Used Car Sales,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$36,001 ",85257-3102,Hatchback,6537760,Scottsdale
C_CND_003636,11/18/2023,Raphael,Male,"$13,500 ",Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Frontier,Overhead Camshaft,Manual,Black,"$53,000 ",99301-3882,Hatchback,6974904,Scottsdale
C_CND_003637,11/20/2023,Christine,Male,"$13,500 ",Buddy Storbeck's Diesel Service Inc,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,"$33,000 ",06457-3834,Hatchback,8181615,Middletown
C_CND_003638,11/20/2023,Elaine,Male,"$13,500 ",Hatfield Volkswagen,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,000 ",99301-3882,Hatchback,6177899,Pasco
C_CND_003639,11/20/2023,Elina,Male,"$13,500 ",Motor Vehicle Branch Office,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,001 ",78758-7841,Hatchback,7470812,Austin
C_CND_003640,11/21/2023,Yanis,Female,"$13,500 ",Rabun Used Car Sales,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,001 ",85257-3102,Hatchback,6748367,Scottsdale
C_CND_003641,11/22/2023,Brody,Male,"$13,500 ",Race Car Help,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,"$26,000 ",78758-7841,Hatchback,6160749,Austin
C_CND_003642,11/22/2023,Chase,Male,"$13,500 ",Buddy Storbeck's Diesel Service Inc,BMW,323i,Double Overhead Camshaft,Auto,Black,"$9,000 ",06457-3834,Hatchback,7823423,Middletown
C_CND_003643,11/22/2023,Maxime,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Mercedes-B,SLK230,Double Overhead Camshaft,Auto,Black,"$33,000 ",53546-9427,Hatchback,6251730,Janesville
C_CND_003644,11/25/2023,Mandy,Female,"$13,500 ",Suburban Ford,Dodge,Ram Van,Double Overhead Camshaft,Auto,Black,"$60,000 ",53546-9427,Hatchback,7304815,Janesville
C_CND_003645,11/25/2023,Corentin,Female,"$13,500 ",Classic Chevy,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$22,000 ",85257-3102,Hatchback,8589363,Scottsdale
C_CND_003646,11/26/2023,Valentine,Male,"$13,500 ",Suburban Ford,Lincoln,Town car,Overhead Camshaft,Manual,Black,"$17,001 ",53546-9427,Hatchback,6128947,Janesville
C_CND_003647,11/26/2023,Everett,Female,"$13,500 ",Classic Chevy,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,"$26,000 ",85257-3102,Hatchback,8960405,Scottsdale
C_CND_003648,11/26/2023,Rebecca,Male,"$13,500 ",Pars Auto Sales,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$17,001 ",38701-8047,Hatchback,6629294,Greenville
C_CND_003649,11/27/2023,Victor,Male,"$13,500 ",Saab-Belle Dodge,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$17,001 ",60504-7114,Hatchback,8989411,Aurora
C_CND_003650,11/27/2023,Sabrina,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,001 ",53546-9427,Hatchback,6256505,Janesville
C_CND_003651,11/27/2023,Savannah,Female,"$13,500 ",Saab-Belle Dodge,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,Black,"$14,000 ",60504-7114,Hatchback,8050368,Aurora
C_CND_003652,11/28/2023,Deriem,Male,"$13,500 ",Diehl Motor CO Inc,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,"$36,000 ",06457-3834,Hatchback,7768474,Middletown
C_CND_003653,12/1/2023,Arthur,Male,"$13,500 ",Clay Johnson Auto Sales,Honda,Civic,Overhead Camshaft,Manual,Black,"$43,001 ",78758-7841,Hatchback,7936175,Austin
C_CND_003654,12/1/2023,Aleena,Male,"$13,500 ",Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK230,Double Overhead Camshaft,Auto,Black,"$33,000 ",06457-3834,Hatchback,7692145,Middletown
C_CND_003655,12/1/2023,Besnard,Female,"$13,500 ",Scrivener Performance Engineering,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,"$26,000 ",38701-8047,Hatchback,8244526,Janesville
C_CND_003656,12/5/2023,Nathan,Male,"$13,500 ",Progressive Shippers Cooperative Association No,Acura,TL,Double Overhead Camshaft,Auto,Black,"$28,001 ",53546-9427,Hatchback,8902606,Janesville
C_CND_003657,12/5/2023,Evelyn,Male,"$13,500 ",Race Car Help,Mercedes-B,SLK230,Double Overhead Camshaft,Auto,Black,"$33,000 ",78758-7841,Hatchback,8689974,Austin
C_CND_003658,12/6/2023,Abderramine,Male,"$13,500 ",U-Haul CO,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,000 ",78758-7841,Hatchback,8667257,Austin
C_CND_003659,12/6/2023,Clara,Male,"$13,500 ",Classic Chevy,BMW,323i,Double Overhead Camshaft,Auto,Black,"$9,000 ",85257-3102,Hatchback,8685230,Janesville
C_CND_003660,12/8/2023,Corentin,Male,"$13,500 ",Ryder Truck Rental and Leasing,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,000 ",06457-3834,Hatchback,8057899,Middletown
C_CND_003661,12/8/2023,Natan,Male,"$13,500 ",Iceberg Rentals,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$49,000 ",53546-9427,Hatchback,8220104,Pasco
C_CND_003662,12/9/2023,Chlotilde,Female,"$13,500 ",Chrysler Plymouth,BMW,323i,Double Overhead Camshaft,Auto,Black,"$9,000 ",53546-9427,Hatchback,8586460,Austin
C_CND_003663,12/10/2023,Chloe,Female,"$13,500 ",Capitol KIA,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,000 ",38701-8047,Hatchback,6565244,Middletown
C_CND_003664,12/10/2023,Canstance,Male,"$13,500 ",Enterprise Rent A Car,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,000 ",60504-7114,Hatchback,8690223,Aurora
C_CND_003665,12/11/2023,Thea,Male,"$13,500 ",Classic Chevy,Buick,Park Avenue,Overhead Camshaft,Manual,Black,"$29,001 ",85257-3102,Hatchback,8518614,Scottsdale
C_CND_003666,12/11/2023,Margot,Male,"$13,500 ",Motor Vehicle Branch Office,Acura,TL,Overhead Camshaft,Manual,Black,"$21,001 ",78758-7841,Hatchback,6766562,Austin
C_CND_003667,12/11/2023,Blandine,Male,"$13,500 ",Star Enterprises Inc,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,000 ",99301-3882,Hatchback,8259899,Pasco
C_CND_003668,12/11/2023,Nathis,Male,"$13,500 ",Capitol KIA,Chrysler,LHS,Overhead Camshaft,Manual,Black,"$51,000 ",38701-8047,Hatchback,6519568,Janesville
